Ticker,Return,Volatility,SMA_Short,SMA_Long,TrendRatio,RSI,Liquidity,SixM_Return,Close,PE,PB,PEG,DebtToEquity,Revenue,NetIncome,MarketCap,Beta,ProfitMargin,FreeCashFlow,CurrentRatio,ReturnOnAssets,ReturnOnEquity,OperatingMargins
JPM,0.00013723645967611553,0.009388928437716482,290.7740020751953,286.73499877929686,1.0140861886867438,51.924709888099684,1741822.0,0.044118199907676736,291.57000732421875,14.954103,2.380216,,,163748003840,55154999296,801840889856,1.107,0.34524,,,0.012999999,0.16211,0.43749002
JNJ,0.009078048814272988,0.005941503609284893,174.19300079345703,162.22539978027345,1.0737714379461731,74.21754769197385,4011390.0,0.12641716885823118,177.85000610351562,19.041756,5.454685,,64.686,90626998272,22660999168,428323274752,0.399,0.25004998,11079499776.0,1.006,0.0761,0.30212,0.28905
V,0.0029906764406497643,0.011273492569396085,340.0264953613281,349.93089904785154,0.9716961156803445,48.23736516075785,987252.0,-0.03227485286520981,343.7650146484375,33.53805,17.554256,,65.017,38892998656,20060000256,667227258880,0.94,0.52158,18054000640.0,1.115,0.17049,0.51755,0.66772
PG,0.013549965282629639,0.007609454591528443,154.6990005493164,157.11900024414064,0.9845976636112507,58.411872931872935,1896607.0,-0.052015156323993006,157.8300018310547,24.24424,7.214426,,69.861,84283998208,15683000320,369696276480,0.373,0.18952999,11380124672.0,0.704,0.10909,0.31242,0.25147
UNH,-0.020794768810715625,0.04112960117776079,271.3154998779297,288.8825,0.9391898085828312,61.78431762165337,10153811.0,-0.40890144185163535,302.07501220703125,13.068801,2.8855321,,75.577,422817988608,21296001024,273531650048,0.44,0.05037,27210000384.0,0.846,0.06464,0.21653,0.04614
HD,0.03658475296380792,0.0173199648009255,395.5070037841797,372.1656018066406,1.0627177844062712,69.79212461102793,4224315.0,0.0346711737263119,409.1400146484375,27.794838,51.174488,,778.781,162952003584,14638999552,407064870912,1.0,0.08984,10957625344.0,1.093,0.15122,2.9951901,0.12878999
MA,0.006607979687687671,0.009663059217180468,576.7940063476562,564.6076013183593,1.0215838486779873,64.80312447326358,462544.0,0.03430079155672816,588.0,39.622643,67.83572,,240.919,30240999424,13585999872,531559088128,1.029,0.44926,15459624960.0,1.163,0.23677999,1.7694701,0.59916
XOM,0.002998497855734028,0.00750549167045774,106.64499969482422,110.00100036621093,0.9694911804418683,44.09917162279169,3219021.0,-0.029555775576005416,107.04000091552734,15.2052555,1.7378845,,14.442,329816014848,31015000064,456359575552,0.502,0.09404001,20748249088.0,1.249,0.05277,0.118310004,0.11729
BAC,-0.001043389794888383,0.015429681654163205,46.768999099731445,46.728799743652345,1.0008602693906035,57.333629728784786,6650174.0,0.04042600908944305,47.869998931884766,14.038122,1.2893581,,,98455003136,26594000896,354570698752,1.315,0.28514,,,0.00838,0.0946,0.30912
PFE,0.009174293778863252,0.014697474540319036,24.774999809265136,24.61979995727539,1.0063038632425558,59.132754396585284,9731582.0,-0.022788727945037723,25.299999237060547,13.383598,1.6212665,,69.703,63833001984,10727999488,143815983104,0.44,0.16844,16017999872.0,1.158,0.0525,0.12168,0.28684
KO,0.010351498459277186,0.008717566296278763,70.06455917358399,69.98791137695312,1.0010951576511269,50.549496966649095,2565213.0,-0.0032025600445982905,69.84559631347656,24.767942,10.517331,,166.367,47061999616,12183000064,300592365568,0.437,0.25887,1707124992.0,1.213,0.08941,0.42369998,0.34662998
PEP,0.012504146299083141,0.009495306473041667,147.1009994506836,138.11759979248046,1.0650416722539382,68.64467019575945,1429619.0,0.038474732215102,151.4199981689453,27.581057,11.263017,,276.868,91747999744,7550000128,207306096640,0.457,0.08229,7594375168.0,0.775,0.08514,0.39859,0.17491
DIS,-0.0048906021441380565,0.01508587556421655,114.7620002746582,119.12300018310548,0.9633907817823265,46.145402015792676,1132283.0,0.04158064612716239,115.9800033569336,18.18025,1.9097091,,37.152,94535000064,11550999552,208541892608,1.565,0.12219,7444250112.0,0.722,0.04524,0.1146,0.15696
MMM,0.01046713396000909,0.015233242581118212,154.55800170898436,151.20860046386719,1.0221508646653836,53.10495506537382,536318.0,0.028362249348733215,154.4600067138672,21.45278,19.17805,,316.755,24601999360,3939000064,82270035968,1.104,0.16011,-3343749888.0,1.72,0.07322,0.9476,0.17781
AOS,0.01677060372671857,0.013172444283001362,71.775,68.6526000213623,1.04548116134955,62.89087424213569,139049.0,0.089073633397176,73.36000061035156,20.434542,5.568967,,18.035,3790200064,518600000,10279937024,1.22,0.13683,412337504.0,1.647,0.13332,0.27603,0.2035
ABT,0.008405628193677739,0.01313234679765311,131.17149963378907,131.32809982299804,0.9988075652551127,53.178420823937515,1213295.0,-0.005789747683177082,131.36500549316406,16.482435,4.5215645,,26.501,43108999168,13927999488,228635541504,0.705,0.32426998,5919750144.0,1.821,0.06617,0.30931,0.19726999
ABBV,0.0002419895976975006,0.008915665480457297,201.6520004272461,191.880400390625,1.0509254724126504,71.14488931133423,1067156.0,0.04697232696719311,206.6199951171875,97.92417,-1986.7307,,,58327998464,3723000064,365006618624,0.503,0.06451,20039749632.0,0.736,0.088690005,1.1285399,0.37522
ACN,0.01922688231947789,0.01540905485435458,244.68399810791016,281.84239959716797,0.8681589372558295,41.45511406632421,1536298.0,-0.34929015074926517,253.9199981689453,20.18442,5.1751757,,25.881,68482535424,7948770816,158154833920,1.29,0.11607,9149394944.0,1.461,0.112449996,0.26928,0.16825001
ADBE,0.006522273971385717,0.018523672475742166,346.83299560546874,371.0193981933594,0.9348109486844519,51.723360213668656,840861.0,-0.21317749839595557,359.57000732421875,23.034594,13.411787,,57.486,22601000960,6869000192,152529600512,1.517,0.30392,8323500032.0,0.993,0.17851,0.52254003,0.35909998
AMD,-0.04178546717718723,0.03799848487481049,174.33098754882812,152.3109976196289,1.1445725540068383,51.958969220990625,30423104.0,0.47161830703413,168.7799072265625,101.0509,4.5876036,,6.513,29600000000,2729999872,273862377472,1.94,0.095740005,2332999936.0,2.491,0.0219,0.04699,-0.01275
AES,0.013473077080942808,0.014877538159113917,13.07200002670288,12.292200031280517,1.06343860280812,60.5896059183169,4742615.0,0.30192312100935426,13.539999961853027,10.407769,2.8592772,,313.243,12032000000,919000000,9634107392,0.956,0.076630004,-4700375040.0,0.823,0.022769999,0.01742,0.14011
AFL,0.0081316243663061,0.01222629531504436,104.45899963378906,102.67339950561524,1.017391068541333,64.79102829781543,345642.0,0.020189460981936858,106.62000274658203,24.013514,2.096384,,55.055,15909999616,2436999936,57023684608,0.814,0.15317,4043249920.0,1.219,0.01733,0.09154,0.2101
A,0.013880654832570727,0.01475155980623531,116.95800094604492,117.79459991455079,0.9928978156119826,56.42353489594042,226219.0,-0.12657669524987147,119.79000091552734,29.504927,5.5430107,,60.039,6627999744,1166000000,34028144640,1.219,0.17592,1048374976.0,2.091,0.08462,0.18882999,0.23561001
APD,0.00732309570703471,0.011801510611376156,289.4800079345703,287.8140008544922,1.0057884851853347,50.71881785066425,184351.0,-0.08452893004914575,290.2500915527344,41.11191,4.1574173,,103.39,12057900032,1572400000,64596320256,0.818,0.12859,-4705900032.0,1.292,0.045100003,0.09336001,0.24295999
ABNB,0.013706281376865803,0.030872019668251323,123.84499969482422,133.44280029296874,0.9280755456489754,45.66492119750133,1164342.0,-0.19477147408038942,127.20999908447266,30.876215,10.020481,,29.324,11580000256,2624999936,77882548224,1.133,0.22668,3383124992.0,1.232,0.061079998,0.33262002,0.19767
AKAM,0.011955387094485737,0.026714661316030213,73.79400024414062,77.67039978027344,0.9500916752443788,50.91430857578691,437175.0,-0.24017555673233937,76.18000030517578,26.918728,2.5340118,,117.988,4083250944,424600992,10923145216,0.765,0.10399,491393984.0,2.31,0.03808,0.092080005,0.14934
ALB,-0.02154282543055719,0.03873697029871997,78.1260009765625,70.24779991149903,1.1121487231627003,60.50185913146023,1274636.0,-0.028325506980435677,81.30000305175781,,1.1950084,,35.682,4993277952,-1096204032,9567628288,1.638,-0.18614,-251354496.0,2.311,-0.00644,-0.081070006,0.041490003
ARE,0.021888388310395968,0.026361930999429694,74.98600006103516,75.97700027465821,0.9869565762001583,57.222337565747765,232022.0,-0.17217497065432685,78.9000015258789,,0.7816215,,62.825,3097996032,-21458000,13469886464,1.253,-0.00331,1351669632.0,1.62,0.012,0.00784,0.20363002
ALGN,0.014626708165294433,0.025237639480795677,141.39100189208983,177.4926007080078,0.7966022320259505,39.63939608910481,398188.0,-0.2712225459561486,147.05999755859375,24.88325,2.7243423,,3.144,3964802048,437608000,10659850240,1.611,0.110369995,676427136.0,1.227,0.065,0.1141,0.16103001
ALLE,0.01653707799112203,0.009926891081989754,166.53349914550782,152.84330017089843,1.0895701608071926,70.25461837314494,150672.0,0.34274762110322565,169.96499633789062,23.57351,8.167074,,124.847,3876600064,626200000,14590899200,1.061,0.16153,548974976.0,2.303,0.10665,0.38994,0.21497
LNT,0.019090537810144692,0.009049723046730221,65.24500122070313,63.03600006103515,1.0350434855880624,58.19391032580661,465570.0,0.06521746126324657,65.66000366210938,20.265432,2.361446,,158.251,4144000000,832000000,16872585216,0.532,0.20076999,-1308000000.0,0.572,0.02734,0.119399995,0.23205
ALL,0.012096213854411841,0.010666286551346502,207.50449829101564,198.69149871826173,1.0443551919916336,61.63481227391003,180453.0,0.09391959574085473,209.59500122070312,9.854019,2.5130692,,33.705,66218000384,5704999936,55229329408,0.343,0.087919995,2785499904.0,0.444,0.038310003,0.27005,0.11590999
MO,-7.572743718353703e-05,0.008094602419554805,65.14150047302246,60.57770011901855,1.0753379600915403,75.46462696698967,1236068.0,0.2370641248892118,65.98500061035156,12.763056,-34.065563,,,20259000320,8762999808,110847549440,0.623,0.43373,7045499904.0,0.388,0.23014,,0.62571
AMCR,0.012971770788864134,0.041601173379801945,9.263000011444092,9.390599975585937,0.9864119476419414,32.956133311028765,7327056.0,-0.15784310654739508,8.59000015258789,26.843752,1.6882863,,130.417,15009000448,510000000,19798747136,0.735,0.03405,35375000.0,1.207,0.030669998,0.066020004,0.06277
AEE,0.016408198496471016,0.008735247412729009,101.36399917602539,98.09639923095703,1.0333100905913495,56.7547298978711,243753.0,0.03769146838099191,101.58999633789062,22.32747,2.230786,,160.58,8119000064,1227000064,27470948352,0.461,0.15113,-2363624960.0,0.801,0.026770001,0.102189995,0.22031
AEP,0.009168919761786354,0.007523898197840612,112.40849914550782,107.08009994506835,1.0497608724979983,55.269736191818595,478301.0,0.08366476192055017,111.71499633789062,16.380497,1.9992304,,150.71,20666699776,3649700096,59744620544,0.388,0.1766,-4070799872.0,0.552,0.031600002,0.13013,0.28184
AXP,-0.0008627018031461819,0.009401640679625527,302.10451049804686,306.90350341796875,0.9843631862573228,53.114950244640376,427886.0,-0.010115249345204358,306.78509521484375,21.541754,6.612313,,187.933,63435001856,10017000448,213614886912,1.283,0.15994,,1.603,0.03574,0.32808,0.21002
AIG,0.007962172325419292,0.014190307512005769,79.25099868774414,81.69999969482421,0.9700244673656319,55.559703684598695,522031.0,0.0762486444852084,81.0199966430664,15.143925,1.0927974,,22.293,27395999744,3268999936,44885401600,0.645,0.11677,13649750016.0,0.632,0.01852,0.07604,0.22721
AMT,0.010387439371986718,0.009688680659214322,205.8219985961914,216.85440032958985,0.9491253038138463,38.636755900883635,333618.0,0.088459949886174,205.24000549316406,38.434456,25.881464,,431.469,10259600384,2501299968,96103841792,0.832,0.12601,4460037632.0,0.614,0.04538,0.24281,0.45655
AWK,0.012722573915707303,0.011896099406903907,143.75250091552735,141.86610107421876,1.0132970443751161,54.00751612498378,157971.0,0.1299468591729298,144.47500610351562,26.031532,2.6387165,,141.097,4942000128,1083000064,28186931200,0.644,0.21914,-1340499968.0,0.351,0.03499,0.10396,0.38636002
AMP,0.005082782468208924,0.01415202698413276,507.5350006103516,521.0683990478516,0.974027597025209,45.78401093896771,63552.0,-0.07505822301093368,508.20001220703125,15.826845,7.88861,,57.793,18179999744,3224999936,47908827136,1.233,0.17739001,4572125184.0,2.497,0.022,0.58239,0.36303002
AME,0.01067797754446298,0.011745351486557483,183.7490020751953,180.71140075683593,1.0168091293943693,55.1139990985454,165748.0,-0.022715203178378496,184.57000732421875,29.721418,4.103197,,21.164,6980192768,1437623040,42627182592,1.103,0.20596,1420693376.0,1.633,0.07501,0.14639,0.25483
AMGN,0.008235950045533347,0.020604400583581043,289.14100341796876,293.29719909667966,0.9858294054920692,51.58992111551987,405650.0,0.0025826954633476618,295.0299987792969,24.123468,21.380535,,756.651,34916999168,6618999808,158832934912,0.48,0.18956,10421999616.0,1.306,0.07507,0.99139,0.32727
APH,-0.0020709142138934933,0.013375110188482454,110.13600006103516,101.49159957885742,1.085173556413023,63.40431547014283,1706351.0,0.5875949821948001,110.83000183105469,44.15538,11.739223,,69.505,18818000896,3179599872,135314571264,1.133,0.16896999,1797137536.0,2.016,0.12502,0.31049,0.25621998
ADI,0.00010794168065197951,0.015452280389981535,229.24650115966796,233.4376998901367,0.9820457503974668,51.75428634878553,761531.0,-0.0417322128653449,231.5749969482422,62.927986,3.2823772,,20.62,9818655744,1831389952,114918629376,1.052,0.18652001,2982311936.0,2.077,0.02994,0.05213,0.25745
AON,0.01486162725004192,0.010163184764531243,366.7459991455078,357.9502001953125,1.024572689009242,58.84992849073247,173368.0,-0.06095678988492248,370.79998779296875,31.238415,10.197739,,224.725,16752000000,2603000064,79954493440,0.832,0.15538,3132000000.0,1.028,0.052589998,0.37410998,0.23080999
APA,0.01126896344712569,0.02853023191170018,20.046999740600587,19.424199981689455,1.032063084168111,61.97351503214775,1455489.0,-0.12505302008723518,20.639999389648438,7.141868,1.2540251,,67.565,9804000256,1080999936,7384702464,1.229,0.11026,2154249984.0,0.805,0.07002,0.20436001,0.37546003
APO,-0.0021522566401567245,0.014706558610039984,141.51699829101562,142.8201998901367,0.990875229133389,41.73769886349367,341922.0,-0.13215203949557552,139.08999633789062,25.901304,4.43909,,102.676,25127000064,3159000064,79563235328,1.607,0.13408,,1.708,0.0136,0.16735001,0.15245
AMAT,-0.0028128872898662838,0.04807796733999395,178.56199951171874,183.44540008544922,0.9733795419702223,31.8453682015908,2568887.0,-0.06313909220109837,163.07000732421875,19.482677,6.671986,,32.106,28612999168,6832000000,130863349760,1.694,0.23877001,3420375040.0,2.501,0.15884,0.35634997,0.30581
APTV,0.010038332392297455,0.02426325170451173,71.16700057983398,69.5038005065918,1.0239296277486933,69.05661223782104,296662.0,0.14716467176208559,76.47000122070312,17.300905,1.7184656,,83.689,19793999872,1013000000,16652107776,1.484,0.05118,1559000064.0,1.762,0.05565,0.094639994,0.11002
ACGL,0.01234087307803211,0.01477227912039366,89.90549926757812,89.35190002441406,1.0061957187593413,57.871921739937186,160333.0,0.03128868891753278,91.46499633789062,9.458634,1.5396074,,11.84,19156000768,3694000128,34136565760,0.475,0.19493,8082999808.0,0.584,0.03793,0.17087,0.29829
ADM,0.0014245500549414647,0.011394285224374606,58.75849990844726,54.71429992675781,1.0739148629718946,68.20906344987661,688514.0,0.2978931337936268,59.755001068115234,25.980436,1.2787563,,46.798,82775998464,1099000064,28710127616,0.662,0.01328,1703874944.0,1.423,0.01816,0.0482,0.02169
ANET,-0.02586201274314548,0.05841120012562433,138.04399719238282,111.55359924316406,1.2374678910312442,63.47976214249377,2704338.0,0.2939761700350678,134.47000122070312,52.733334,15.558256,,,7950945792,3251554048,169011314688,1.37,0.40895,3328752384.0,3.333,0.15227,0.33638,0.4473
AJG,0.012202575119392822,0.007402959527427244,291.91038208007814,307.18607727050784,0.9502721759847926,49.641804679055774,191830.0,-0.08928664493929628,298.1037902832031,45.16724,3.319863,,58.011,11551500288,1641100032,76422782976,0.686,0.14207,984899968.0,1.36,0.0211,0.09507,0.17899
AIZ,0.017356817889482068,0.0394800226631341,209.1179992675781,195.24659973144531,1.0710455370552543,66.40150686812629,35884.0,0.06310585051128847,212.77000427246094,15.440495,1.955355,,37.909,12304900096,717000000,10736203776,0.579,0.05827,1122649984.0,0.407,0.0178,0.13654,0.09996
T,-0.000200561797271126,0.008796394901264519,28.410419845581053,27.9448840713501,1.0166590697976177,67.15147195415383,5210908.0,0.10191311285478122,28.914199829101562,16.5224,1.9669524,,123.191,123984003072,12664000512,206747795456,0.622,0.10288999,12400000000.0,0.809,0.04167,0.11529,0.22725001
ATO,0.009450085424842714,0.012463040669411679,164.28600006103517,156.53379974365234,1.0495241304438927,64.90850755276855,89555.0,0.11419919598712358,165.57000732421875,22.900415,1.98549,,67.241,4623219200,1157394048,26577958912,0.683,0.25045002,-1664760448.0,1.373,0.03611,0.09057,0.30873
ADSK,0.004384669628903604,0.0182960583739584,289.45599975585935,298.3665997314453,0.9701353972475262,46.54105014573649,225163.0,-0.027218565496258118,290.9200134277344,62.429188,23.789354,,97.211,6346999808,1012000000,62240878592,1.468,0.15945,2224250112.0,0.654,0.08842,0.42361,0.21004
ADP,0.008293440661635954,0.009705981845553952,303.052001953125,305.58280090332033,0.9917181237205951,51.35890628920544,254289.0,-0.025732703937110468,305.1600036621094,30.546547,19.986902,,148.765,20560900096,4079699968,123602927616,0.82,0.19841999,3516012544.0,1.048,0.06315,0.76003,0.23685
NFLX,-0.035892941580977666,0.019381578137440035,1213.352001953125,1229.829404296875,0.9866018796703184,47.6785289990457,1932426.0,0.15054687872025596,1200.4000244140625,51.015724,20.44243,,67.866,41693184000,10247879680,510081204224,1.589,0.24579,22694656000.0,1.341,0.15049,0.43548,0.3407
CSCO,0.0035100914273862305,0.022047653250298935,69.2984992980957,67.95189971923828,1.019816952644757,44.82052436199833,5237488.0,0.0361659678153432,67.18499755859375,25.741379,5.646747,,59.625,56654000128,10453000192,266052583424,0.909,0.18451001,12620499968.0,1.008,0.06542,0.22583,0.23785
INTC,0.07417159720859612,0.038510308511360135,22.230489921569824,21.919097938537597,1.014206423270948,68.75006400593851,167521624.0,-0.011862344302096095,25.414899826049805,,1.1369225,,47.997,53070000128,-20504000512,111285223424,1.218,-0.38636002,-8320625152.0,1.24,-0.00853,-0.18616,-0.03803
VZ,0.007997286486088884,0.007843144425717864,43.546500015258786,42.75730003356934,1.0184576664352014,69.36372346409631,4323181.0,0.06510356390444505,44.744998931884766,10.405813,1.8305105,,167.439,137000001536,18193000448,188659236864,0.362,0.1328,17947250688.0,0.637,0.05204,0.18454,0.23284
MRK,0.010759873914790719,0.013129168729935988,81.98562088012696,81.34052398681641,1.0079308180190123,62.8222686483761,2362530.0,-0.005535054528335359,85.1261978149414,13.116518,4.3491645,,72.161,63616000000,16405999616,212626505728,0.392,0.25789,15555000320.0,1.424,0.13007,0.35421002,0.37473
WMT,0.012661385943578907,0.01688324234651785,102.2275001525879,97.78829971313476,1.0453960284867994,60.21856886381886,5390708.0,-0.019471168518066406,101.9749984741211,43.57906,9.71931,,75.78,685086015488,18819000320,813803307008,0.664,0.02747,9960500224.0,0.78,0.07151,0.21783,0.043080002
CVX,-0.012168520211901845,0.008778623288831075,154.51699981689453,150.37719909667967,1.0275294442580574,51.52045277741152,2011443.0,-0.024168435763000096,153.42999267578125,19.74646,1.8107466,,20.01,189265002496,13715999744,309133803520,0.841,0.07247,14433874944.0,0.996,0.04756,0.08963,0.09441
ABBV,0.0006777333818297482,0.008896151238762237,201.66100158691407,191.8822006225586,1.0509625224884243,71.24863625336687,1075257.0,0.04742842827905447,206.7100067138672,97.933655,-1986.923,,,58327998464,3723000064,365041942528,0.503,0.06451,20039749632.0,0.736,0.088690005,1.1285399,0.37522
NKE,0.008136345743703366,0.013185700374973835,75.89899978637695,71.4181997680664,1.0627403103531332,63.225332814263425,2413022.0,0.016670992441354615,78.05999755859375,36.138885,8.719839,,83.41,46308999168,3219000064,115286810624,1.276,0.069510005,3720124928.0,2.211,0.06196,0.23290001,0.02893
ORCL,-0.03954713861108816,0.020301326271477953,248.81199951171874,231.29119995117188,1.0757521235751542,46.865916226403456,4772405.0,0.3178712846526528,239.22000122070312,55.237873,32.82734,,519.586,57399001088,12442999808,671815958528,1.431,0.21677999,678000000.0,0.753,0.07255,0.82382005,0.32484
QCOM,-0.01151659309350117,0.014234973042637681,152.9499984741211,155.73740020751953,0.9821019117457706,55.54922875603127,1499252.0,-0.10358403019084028,157.07000732421875,15.161198,6.2575197,,54.35,43256999936,11573000192,169478553600,1.228,0.26766002,5465999872.0,3.194,0.14174,0.44615,0.26647
IBM,0.008978948351117122,0.016647494444002167,241.3730026245117,271.46220031738284,0.8891587939031953,33.84628245699176,953099.0,-0.08595641870134496,241.60000610351562,38.967743,8.181233,,245.465,64040001536,5857999872,225054982144,0.677,0.091079995,13859999744.0,0.908,0.048130002,0.22665001,0.18319
COST,-0.0005105427196246959,0.01034716153992309,979.1459899902344,972.2089978027344,1.0071352890203424,55.69125263367626,520573.0,-0.07876415043183116,978.8499755859375,55.52184,16.005003,,30.813,268775997440,7842999808,434097455104,0.952,0.02918,5910374912.0,1.015,0.087910004,0.3208,0.04003
GS,-0.008646173708875105,0.01409050401336396,730.6580017089843,696.6614001464844,1.0487993185144915,53.44724644280484,379539.0,0.0845468654796715,724.6400146484375,15.96475,1.9226933,,588.392,54793998336,14707000320,219363737600,1.37,0.28401,,1.59,0.0090499995,0.12739,0.35735
MS,-0.0018303591095646388,0.013008974975435532,144.67649841308594,140.16989990234376,1.0321509718839916,55.12786302019823,786183.0,0.027187411200985556,144.51499938964844,16.366365,2.3465178,,438.541,65612001280,14140999680,230695075840,1.32,0.22489999,,2.135,0.01161,0.14128,0.34117
AMGN,0.008099224785505177,0.020597265819680896,289.1370025634766,293.29639892578126,0.985818454036467,51.5519895322371,406621.0,0.0024467368321057226,294.989990234375,24.120197,21.377636,,756.651,34916999168,6618999808,158811389952,0.48,0.18956,10421999616.0,1.306,0.07507,0.99139,0.32727
MDT,-0.041751967481235996,0.017899731622944597,91.79549942016601,89.44289947509766,1.0263028139614745,42.311248944629945,9114865.0,0.022241351248204033,88.93499755859375,24.635735,2.3740056,,61.393,33536999424,4662000128,113948860416,0.817,0.13901,4206249984.0,1.849,0.044060003,0.09508,0.17094
DHR,0.016410736446663687,0.014564320620430088,205.1439987182617,200.3984002685547,1.0236808200232508,64.05416019252738,954982.0,0.03639382802887314,212.44000244140625,45.222343,2.907513,,35.45,24013000704,3412999936,152193269760,0.761,0.14213,3883249920.0,1.619,0.04006,0.06676,0.20115
